friday,ret,spot_ratio,C_strike,P_strike,entry_spot,settle,selected_dc,selected_dp,window_idx
2024-08-30,0.0151,1.003735277911702,59500.0,58000.0,58076.0,58292.93,0.2,0.45,1
2024-09-06,0.018500000000000003,1.0084022069169813,55500.0,54000.0,54012.0,54465.82,0.2,0.45,1
2024-09-13,0.012,1.0087349195710456,61000.0,59500.0,59680.0,60201.3,0.2,0.45,1
2024-09-20,0.010464580001861928,0.9963777670494567,64500.0,63000.0,63176.5,62947.66,0.2,0.45,1
2024-09-27,0.0029277401809146898,0.9921063072613008,67500.0,66000.0,66035.0,65513.74,0.2,0.45,1
2024-10-04,0.0098,1.001316355057124,63500.0,61500.0,61883.0,61964.46,0.2,0.45,1
2024-10-11,0.007625,1.0077841023129601,63500.0,62000.0,62279.5,62764.29,0.2,0.45,1
2024-10-18,0.007566458942812505,0.9945121711746439,70500.0,68500.0,68748.5,68371.22,0.2,0.45,1
2024-10-25,0.0020556078835893546,0.9917306100733034,69000.0,67500.0,67664.0,67104.46,0.2,0.45,1
2024-11-01,0.0013219776832248571,0.9858875601017856,71000.0,69000.0,69361.5,68382.64,0.2,0.45,1
2024-11-08,-0.0005973133736096245,1.0308488150296569,78000.0,76500.0,76542.0,78903.23,0.2,0.45,1
2024-11-15,0.0098,1.0238530066815144,92000.0,88000.0,88453.0,90562.87,0.2,0.45,1
2024-11-22,0.0144,0.9951178585697164,102000.0,98000.0,98868.5,98385.81,0.2,0.45,1
2024-11-29,-0.005340688727545536,0.9828951616599362,101000.0,98000.0,98184.5,96505.07,0.2,0.45,1
2024-12-06,0.0147,1.0037762104173056,102000.0,99000.0,99459.5,99835.08,0.2,0.45,1
2024-12-13,0.014000000000000002,1.0177068788629482,102000.0,100000.0,99907.5,101676.55,0.2,0.45,1
2024-12-20,0.020999999999999998,0.9926357069143447,100000.0,96000.0,96900.0,96186.4,0.2,0.45,1
2024-12-27,0.0132,1.0058341227963397,97000.0,94000.0,94473.5,95024.67,0.2,0.45,1
2025-01-03,0.007712500000000001,1.0083156048374688,100000.0,97000.0,97489.0,98299.68,0.2,0.45,1
2025-01-10,0.0109,1.0061275783162735,96000.0,93000.0,93738.5,94312.89,0.2,0.45,1
2025-01-17,0.0141,1.0083297946949246,107000.0,104000.0,104089.0,104956.04,0.2,0.45,1
2025-01-24,0.004345501452117064,0.991314624035656,109000.0,106000.0,105901.0,104981.21,0.2,0.45,1
2025-01-31,-0.045657969527998034,0.9453703256021199,108000.0,105000.0,105481.5,99719.08,0.2,0.45,1
2025-02-07,0.0031322462757976586,0.9873729115185534,100000.0,98000.0,98337.0,97095.29,0.2,0.45,1
2025-02-14,0.009125,1.0042576320132013,99000.0,97000.0,96960.0,97372.82,0.2,0.45,1
2025-02-21,-0.004323269345476966,0.9832792196215265,100000.0,98000.0,98157.5,96516.23,0.2,0.45,1
2025-02-28,0.0179,1.0266088830417364,87000.0,84000.0,83991.5,86226.42,0.2,0.45,2
2025-03-07,-0.0002893105392680496,0.9724327167231248,92000.0,88000.0,88413.5,85976.18,0.2,0.45,2
2025-03-14,0.0125,0.9943380821756187,87000.0,84000.0,84757.5,84277.61,0.2,0.45,2
2025-03-21,0.0088,1.0091988624457418,85000.0,83000.0,83512.5,84280.72,0.2,0.45,2
2025-03-28,-0.00029403090461347183,0.9894028296103184,86000.0,84000.0,84004.5,83114.29,0.2,0.45,2
2025-04-04,0.0199,1.0024919726708674,85000.0,83000.0,82842.0,83048.44,0.2,0.45,2
2025-04-11,0.0125,1.0246406488688442,85000.0,82000.0,82482.0,84514.41,0.2,0.45,2
2025-04-18,0.0050875,1.0048470981547453,86000.0,84000.0,84351.5,84760.36,0.2,0.45,2
2025-04-25,0.0005634832863567894,0.9893321208553226,97000.0,95000.0,95122.0,94107.25,0.2,0.45,2
2025-05-02,-0.005233734043153583,0.9846028787248573,99000.0,97000.0,97369.5,95870.29,0.2,0.45,2
2025-05-09,0.0116,1.006193213010421,105000.0,103000.0,102917.5,103554.89,0.2,0.45,2
2025-05-16,0.002337221448306845,0.9950702495201537,106000.0,104000.0,104200.0,103686.32,0.2,0.45,2
2025-05-23,-0.0009798243446540607,0.987860865894617,111000.0,109000.0,108974.0,107651.15,0.2,0.45,2
2025-05-30,0.0057281527007857075,0.9885675163460628,107000.0,105000.0,105530.0,104323.53,0.2,0.45,2
2025-06-06,0.0070125000000000005,1.0032034689666323,107000.0,105000.0,105161.0,105497.88,0.2,0.45,2
2025-06-13,0.0075125,0.9993981134758496,108000.0,105000.0,105485.0,105421.51,0.2,0.45,2
2025-06-20,-0.007611949470680843,0.9830020967177012,106000.0,104000.0,104210.5,102439.14,0.2,0.45,2
2025-06-27,0.004725,0.9999182426832789,109000.0,107000.0,107391.0,107382.22,0.2,0.45,2
2025-07-04,0.00525,1.00435500803627,109000.0,107000.0,107637.0,108105.76,0.2,0.45,2
2025-07-11,0.0097,1.0088821537882804,119000.0,117000.0,116966.0,118004.91,0.2,0.45,2
2025-07-18,0.00945,1.002016684125483,120000.0,118000.0,117896.5,118134.26,0.2,0.45,2
2025-07-25,0.005671811628243089,1.020304132944858,118000.0,116000.0,115837.5,118189.48,0.2,0.45,2
2025-08-01,-0.006023472388814283,0.9855675153133548,117000.0,115000.0,115340.5,113675.85,0.2,0.45,2
2025-08-08,0.0043125,1.013334795566852,118000.0,116000.0,116260.5,117810.81,0.2,0.45,2
2025-08-15,0.0073625,1.0060352372227785,119000.0,117000.0,117347.5,118055.72,0.2,0.45,2
2025-08-22,-0.001610216885929943,0.9872293316385248,119000.0,116000.0,116434.0,114947.06,0.2,0.45,2
2025-08-29,0.0066,1.002996803962533,110000.0,108000.0,108415.5,108740.4,0.2,0.45,3
2025-09-05,0.0061875,1.0005956101526512,113000.0,110000.0,110710.0,110775.94,0.2,0.45,3
2025-09-12,0.004575,1.0056302925870144,117000.0,115000.0,115196.5,115845.09,0.2,0.45,3
2025-09-19,0.004410488202621409,0.9984798740918008,117000.0,116000.0,115957.5,115781.23,0.2,0.45,3
2025-09-26,0.0062499999999999995,1.0039444663433772,111000.0,109000.0,109087.0,109517.29,0.2,0.45,3
2025-10-03,0.0081,1.0194323227949196,125000.0,122000.0,122393.5,124771.89,0.2,0.45,3
2025-10-10,-0.054461878621900925,0.9378343473021712,121000.0,119000.0,119086.5,111683.41,0.2,0.45,3
2025-10-17,0.009748817649901714,0.9997530748638074,109000.0,107000.0,106834.0,106807.62,0.2,0.45,3
2025-10-24,0.009600000000000001,1.014940945597267,112000.0,110000.0,110068.0,111712.52,0.2,0.45,3
2025-10-31,0.007925,1.0046371996332508,112000.0,110000.0,110157.0,110667.82,0.2,0.45,3
2025-11-07,0.012362499999999998,1.0113090705097973,103000.0,101000.0,100716.5,101855.51,0.2,0.45,3
2025-11-14,0.011201119280370027,0.9912420854589529,99000.0,96000.0,96736.5,95889.29,0.2,0.45,3
2025-11-21,0.0194,1.033427040206646,87000.0,82000.0,82847.0,85616.33,0.2,0.45,3
2025-11-28,-0.004919883140690569,0.9848909024969824,94000.0,92000.0,92371.5,90975.85,0.2,0.45,3
2025-12-05,0.0013344344190427421,0.9872273737027664,92000.0,90000.0,90481.0,89325.32,0.2,0.45,3
2025-12-12,0.0096875,1.0027931749570516,92000.0,90000.0,89933.5,90184.7,0.2,0.45,3
2025-12-19,0.0115,1.0017599827129324,90000.0,88000.0,87927.0,88081.75,0.2,0.45,3
2025-12-26,0.0081875,1.0060662380897716,89000.0,87000.0,87110.0,87638.43,0.2,0.45,3
2026-01-02,0.004316882894311972,1.0227556883346482,91000.0,89000.0,89371.5,91405.21,0.2,0.45,3
2026-01-09,0.0020435792020421263,0.994544785949506,93000.0,91000.0,91100.0,90603.03,0.2,0.45,3
2026-01-16,0.0037,1.004826769447132,96000.0,94000.0,94570.5,95026.97,0.2,0.45,3
2026-01-23,-0.00862657054517804,0.9877463556038688,91000.0,90000.0,89692.5,88593.44,0.2,0.45,3
2026-01-30,-0.04725410688851364,0.9465269656405547,84000.0,83000.0,82772.0,78345.93,0.2,0.45,3
